,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
1429,1.0,84,17124,5.0,5.0,5.0,7.0,2
1430,2.0,34,20626,0.0,6.0,3.0,7.0,2
1431,2.0,61,10167,5.0,1.0,3.0,4.0,2
1432,1.0,30,4313,2.0,3.0,7.0,4.0,1
1433,2.0,27,19992,8.0,3.0,3.0,1.0,2
1434,1.0,100,24163,12.0,2.0,5.0,3.0,2
1435,1.0,73,16814,4.0,6.0,7.0,1.0,2
1436,1.0,72,19066,7.0,4.0,7.0,1.0,2
1437,1.0,52,4857,9.0,1.0,5.0,3.0,1
1438,1.0,84,10997,3.0,6.0,4.0,6.0,2
1439,1.0,23,1977,2.0,3.0,4.0,2.0,0
1440,2.0,62,8731,4.0,5.0,3.0,3.0,2
1441,2.0,48,1619,6.0,6.0,3.0,4.0,0
1442,1.0,59,16922,9.0,0.0,4.0,6.0,2
1443,2.0,43,13354,8.0,4.0,4.0,5.0,2
1444,2.0,42,3514,2.0,6.0,4.0,1.0,1
1445,1.0,13,9077,1.0,4.0,5.0,3.0,2
1446,2.0,9,22227,9.0,2.0,3.0,2.0,2
1447,1.0,27,12214,4.0,6.0,4.0,1.0,2
1448,1.0,90,23260,5.0,2.0,4.0,3.0,2
1449,2.0,34,21987,3.0,4.0,3.0,4.0,2
1450,1.0,70,16788,6.0,6.0,5.0,4.0,2
1451,1.0,41,24589,4.0,0.0,5.0,7.0,2
1452,1.0,37,6732,0.0,4.0,4.0,2.0,2
1453,1.0,6,13324,1.0,4.0,7.0,2.0,2
1454,2.0,58,1730,7.0,0.0,4.0,2.0,0
1455,1.0,85,12725,8.0,6.0,4.0,7.0,2
1456,2.0,3,3326,4.0,3.0,3.0,3.0,1
1457,1.0,75,19560,3.0,6.0,5.0,3.0,2
1458,2.0,11,3319,12.0,3.0,3.0,6.0,1
1459,2.0,29,7867,9.0,4.0,5.0,1.0,2
1460,1.0,78,24856,11.0,2.0,7.0,3.0,2
1461,2.0,83,10436,0.0,6.0,3.0,2.0,2
1462,1.0,26,19626,5.0,0.0,7.0,4.0,2
1463,1.0,80,12874,5.0,4.0,3.0,4.0,2
1464,2.0,35,22013,10.0,3.0,5.0,6.0,2
1465,2.0,52,1800,8.0,6.0,7.0,5.0,0
1466,2.0,17,7410,2.0,6.0,7.0,5.0,2
1467,2.0,80,5818,2.0,6.0,4.0,2.0,1
1468,1.0,10,8889,3.0,1.0,5.0,4.0,2
1469,2.0,60,2876,2.0,2.0,3.0,2.0,1
1470,1.0,73,19825,6.0,3.0,3.0,2.0,2
1471,2.0,99,4607,7.0,4.0,7.0,7.0,1
1472,2.0,25,26617,12.0,4.0,3.0,1.0,2
1473,1.0,26,8827,9.0,6.0,4.0,1.0,2
1474,2.0,51,6407,12.0,5.0,3.0,5.0,2
1475,1.0,79,14171,5.0,5.0,4.0,2.0,2
1476,2.0,27,10904,8.0,1.0,5.0,7.0,2
1477,2.0,4,24753,11.0,4.0,5.0,4.0,2
1478,1.0,85,7285,0.0,6.0,5.0,4.0,2
1479,1.0,53,14776,3.0,1.0,7.0,7.0,2
1480,1.0,23,12631,12.0,6.0,7.0,2.0,2
1481,1.0,22,26390,7.0,4.0,5.0,4.0,2
1482,1.0,92,22711,5.0,5.0,3.0,3.0,2
1483,1.0,43,10826,11.0,2.0,3.0,2.0,2
1484,1.0,6,2685,5.0,3.0,4.0,4.0,1
1485,2.0,13,15865,12.0,3.0,3.0,3.0,2
1486,1.0,77,23093,4.0,6.0,3.0,6.0,2
1487,2.0,17,14332,10.0,1.0,3.0,7.0,2
1488,2.0,40,5108,11.0,0.0,4.0,5.0,1
1489,1.0,94,13726,1.0,3.0,5.0,6.0,2
1490,2.0,68,2576,11.0,1.0,7.0,1.0,1
1491,2.0,18,5280,4.0,0.0,5.0,7.0,1
1492,1.0,2,22079,5.0,4.0,5.0,5.0,2
1493,2.0,27,26545,9.0,6.0,3.0,3.0,2
1494,1.0,8,26700,8.0,2.0,7.0,5.0,2
1495,2.0,79,24653,3.0,1.0,4.0,3.0,2
1496,2.0,51,3618,11.0,6.0,3.0,4.0,1
1497,1.0,87,2170,3.0,3.0,3.0,4.0,0
1498,2.0,47,12887,9.0,5.0,4.0,2.0,2
1499,2.0,63,20717,3.0,4.0,4.0,3.0,2
1500,1.0,30,25240,3.0,3.0,5.0,6.0,2
1501,1.0,13,21472,7.0,2.0,5.0,5.0,2
1502,2.0,92,8404,12.0,6.0,3.0,2.0,2
1503,2.0,46,22950,10.0,1.0,4.0,2.0,2
1504,1.0,14,1978,6.0,0.0,5.0,3.0,0
1505,2.0,46,5408,6.0,0.0,3.0,6.0,1
1506,1.0,45,20284,7.0,0.0,4.0,5.0,2
1507,1.0,97,12259,7.0,6.0,3.0,6.0,2
1508,2.0,4,18253,0.0,1.0,4.0,3.0,2
1509,1.0,10,12708,12.0,6.0,3.0,5.0,2
1510,1.0,63,5518,11.0,0.0,5.0,5.0,1
1511,2.0,18,18953,5.0,4.0,4.0,6.0,2
1512,1.0,100,12339,9.0,5.0,7.0,1.0,2
1513,2.0,72,19651,7.0,2.0,4.0,4.0,2
1514,2.0,58,18809,3.0,1.0,7.0,5.0,2
1515,2.0,73,21782,11.0,3.0,7.0,1.0,2
1516,1.0,13,17345,12.0,5.0,3.0,2.0,2
1517,2.0,12,417,4.0,4.0,3.0,6.0,0
1518,2.0,29,24125,2.0,0.0,3.0,4.0,2
1519,2.0,78,20284,4.0,1.0,4.0,2.0,2
1520,2.0,77,6779,4.0,6.0,3.0,1.0,2
1521,1.0,9,15931,8.0,2.0,4.0,7.0,2
1522,1.0,46,1598,9.0,2.0,5.0,2.0,0
1523,2.0,60,3179,7.0,6.0,3.0,6.0,1
1524,1.0,76,13294,12.0,5.0,7.0,5.0,2
1525,1.0,29,16226,4.0,6.0,3.0,7.0,2
1526,1.0,75,11202,9.0,5.0,3.0,3.0,2
1527,2.0,24,25155,7.0,5.0,5.0,7.0,2
1528,1.0,59,23292,5.0,3.0,4.0,7.0,2
1529,1.0,72,20384,4.0,0.0,7.0,7.0,2
1530,1.0,15,8468,2.0,3.0,3.0,4.0,2
1531,1.0,54,8912,9.0,3.0,4.0,1.0,2
1532,1.0,32,26586,9.0,6.0,5.0,1.0,2
1533,2.0,80,15666,4.0,1.0,5.0,4.0,2
1534,1.0,11,17805,2.0,1.0,5.0,4.0,2
1535,1.0,15,19264,2.0,3.0,4.0,7.0,2
1536,2.0,25,26131,2.0,3.0,4.0,5.0,2
1537,2.0,21,6031,2.0,1.0,5.0,1.0,2
1538,2.0,22,20800,9.0,3.0,7.0,5.0,2
1539,2.0,81,25512,11.0,5.0,7.0,7.0,2
1540,1.0,92,10779,10.0,4.0,4.0,2.0,2
1541,1.0,91,7271,10.0,0.0,5.0,7.0,2
1542,1.0,72,5543,4.0,2.0,7.0,5.0,1
1543,1.0,91,15429,3.0,5.0,4.0,6.0,2
1544,1.0,92,6220,12.0,1.0,7.0,2.0,2
1545,2.0,99,19632,1.0,3.0,7.0,3.0,2
1546,1.0,30,10892,6.0,4.0,4.0,7.0,2
1547,2.0,41,1829,8.0,3.0,7.0,1.0,0
1548,2.0,9,21157,7.0,2.0,4.0,7.0,2
1549,2.0,52,2383,5.0,2.0,7.0,4.0,1
1550,1.0,43,3719,3.0,5.0,3.0,4.0,1
1551,1.0,81,5639,11.0,2.0,7.0,7.0,1
1552,2.0,50,5911,8.0,2.0,4.0,6.0,1
1553,2.0,16,5710,10.0,2.0,5.0,2.0,1
1554,2.0,64,25262,6.0,2.0,3.0,6.0,2
1555,2.0,26,6451,11.0,3.0,5.0,1.0,2
1556,2.0,7,16393,11.0,2.0,3.0,1.0,2
1557,2.0,54,8139,1.0,5.0,5.0,4.0,2
1558,1.0,82,13977,8.0,4.0,4.0,3.0,2
1559,2.0,58,12970,2.0,6.0,4.0,7.0,2
1560,2.0,75,6026,4.0,6.0,7.0,2.0,2
1561,2.0,57,1283,7.0,4.0,7.0,6.0,0
1562,2.0,58,22082,5.0,0.0,5.0,6.0,2
1563,2.0,76,9971,2.0,3.0,4.0,1.0,2
1564,1.0,13,19351,9.0,2.0,7.0,2.0,2
1565,2.0,72,26173,1.0,0.0,5.0,7.0,2
1566,1.0,18,12261,11.0,6.0,4.0,1.0,2
1567,2.0,17,4570,2.0,0.0,4.0,3.0,1
1568,2.0,42,10184,1.0,5.0,5.0,4.0,2
1569,1.0,44,27191,7.0,6.0,3.0,7.0,2
1570,2.0,98,21238,10.0,5.0,7.0,3.0,2
1571,1.0,75,5089,2.0,2.0,5.0,5.0,1
1572,1.0,87,20425,8.0,0.0,3.0,5.0,2
